Filename,Original Size (bytes),Compressed Size (bytes),Compression Ratio,Time to Compress (seconds),Entropy,Redundancy,Coding Technique
sample_5184x3456.bmp,53747712,43878188,1.2249300723174803,1.7165253162384033,7.874687238999963,0.1964146140908256,deflate
sample_5184x3456.bmp,53747850,39223483,1.370297737199932,190.9157898426056,6.096188956758229,9.90381104324177,predictive_coding
sample_5184x3456.bmp,53747850,38297263,1.4034384128181692,6.255195379257202,7.8746872389999645,0.12531276100003552,jpeg2000
sample_5184x3456.bmp,53747850,11150722,4.820122858412217,2.952432632446289,7.887607815457118,0.11239218454288213,webp
sample_5184x3456.bmp,53747850,35050680,1.5334324469596596,3.2429094314575195,7.8746872389999645,0.12531276100003552,png
sample_640x426.bmp,818058,806760,1.0140041648073777,0.5415554046630859,7.858084979618068,0.024632156532166327,huffman
sample_640x426.bmp,818058,2340600,0.34950781850807483,1.5924394130706787,3.413942101039474,0.5732572373700657,lzw
sample_640x426.bmp,818058,3887757,0.21041901538599248,0.33870387077331543,7.858084979618068,0.017739377547741464,rle
sample_640x426.bmp,817920,622304,1.3143415436828303,0.029513835906982422,7.858084979618062,0.2526595334573921,deflate
sample_640x426.bmp,818058,603559,1.3553902766755197,3.328562021255493,5.892409992128877,10.107590007871124,predictive_coding
sample_640x426.bmp,818058,543347,1.5055903501813759,0.09299802780151367,7.858084979618064,0.14191502038193615,jpeg2000
sample_640x426.bmp,818058,162476,5.034946699820281,0.04076123237609863,7.875336985595812,0.12466301440418803,webp
sample_640x426.bmp,818058,525095,1.5579238042639902,0.08053326606750488,7.858084979618064,0.14191502038193615,png
